x,y,distance,FriisDistance,HataPathloss,Distribution,DataSize,Intervall
1.094,0.401,1.1715959201021484,90.84229428643665,128.71947344009243,,50,5
0.855,0.796,0.9547989317128501,66.0815101689032,125.54309483298813,,50,5
1.444,1.035,0.46835990434707375,25.70323052567499,114.48648096090983,,50,5
1.035,0.448,1.1501865066153403,88.22113400724193,128.43318299261674,,50,5
1.002,2.441,1.0646525254748611,78.13117014931595,127.23361779587518,,50,5
2.575,1.602,1.0798282270805855,79.87651393269876,127.45332544304168,,50,5
1.238,2.272,0.8152472017737932,52.28429707068979,123.09028314261342,,50,5
1.113,1.105,0.5529864374467063,31.1303378347451,117.06482964945542,,50,5
2.135,1.115,0.7425967950375222,45.78769798613583,121.6413761092543,,50,5
1.206,1.215,0.40946428415675035,22.35045371539615,112.40035908513849,,50,5
2.175,1.439,0.6777506916263529,40.39576873007249,120.22296346546203,,50,5
1.669,2.174,0.6948647350384102,41.781088861036686,120.610076288393,,50,5
0.888,1.255,0.6592184766828066,38.92640615329297,119.79259043215404,,50,5
1.038,1.951,0.6456353459964843,37.86985544197255,119.46939515768297,,50,5
2.228,1.223,0.7789178390562128,48.97599650569454,122.38264538972317,,50,5
1.407,1.028,0.481074838252844,26.473242465207303,114.90228265088746,,50,5
0.858,2.257,0.9925789641131834,70.1089592907507,126.14548501177863,,50,5
1.721,1.477,0.22219360926903373,14.142054528650224,102.91101707459968,,50,5
1.269,0.777,0.7590059288305988,47.213267104009816,121.98065683957286,,50,5
0.722,0.786,1.0559734845155913,77.14175125772019,127.10655413128102,,50,5
1.116,0.612,0.9674709297958259,67.41866116233248,125.74776207176367,,50,5
1.285,0.572,0.9525801803522894,65.8488157602242,125.50698020814148,,50,5
1.8,2.444,0.9905230941275422,69.88663723811013,126.11329938032563,,50,5
1.008,0.86,0.8072570842055212,51.54651131936805,122.9373920707748,,50,5
1.41,1.065,0.4442127868488255,24.28579022613925,113.66478620840448,,50,5
2.665,1.744,1.19027769869052,93.16054312785818,128.96504717768426,,50,5
1.484,1.374,0.1270118104744593,11.524521335921278,94.22937097140284,,50,5
0.61,0.8,1.1322985472038725,86.06033627653382,128.1898656595905,,50,5
1.256,2.013,0.5680712983420302,32.17152646044762,117.48261272322512,,50,5
2.391,1.543,0.8920369947485363,59.66450543898094,124.48762313827072,,50,5
0.808,1.153,0.7741272505215147,48.54862219076066,122.28687803733382,,50,5
1.311,1.55,0.19550191814915788,13.295214412855875,100.92437440614749,,50,5
0.883,1.599,0.6248919906671873,36.289867519514374,118.96246878821094,,50,5
1.099,1.678,0.4387311249501225,23.97226238548383,113.47203548949615,,50,5
2.368,1.573,0.8710642915422487,57.597030158456555,124.11829794680074,,50,5
1.519,1.06,0.4404100362162515,24.067963384635497,113.53132542184687,,50,5
1.577,1.308,0.20686469007542096,13.645294525723571,101.80135330388146,,50,5
0.567,1.977,1.0478635407341932,76.22297659913075,126.98687478771613,,50,5
1.463,0.7,0.8008551679298823,50.959507103977685,122.81379527235642,,50,5
2.396,0.855,1.1040113224057078,82.69788864987908,127.7971367944044,,50,5
1.33,0.73,0.7885429601486529,49.84093264322105,122.57329076299428,,50,5
1.553,1.095,0.40845317969138156,22.296002504763507,112.36197969529938,,50,5
2.261,2.224,1.0503794552446275,76.50740763811186,127.02410123605507,,50,5
2.113,1.72,0.6512825807589206,38.307016912321465,119.60458292366562,,50,5
1.73,1.408,0.2477175811281872,15.0305516439281,104.59901307311569,,50,5
0.323,1.433,1.1789054245358277,91.74590291401546,128.81602073885242,,50,5
1.193,2.364,0.916921479735315,62.16768521375629,124.91473216851915,,50,5
0.885,1.285,0.6514982732133677,43.32377340780447,119.60972306294006,,200,8
1.907,1.123,0.5547774328503278,36.25280130428395,117.11502447517947,,200,8
0.527,1.685,0.990431219217165,74.87671034398653,126.11185947556771,,200,8
1.361,2.545,1.054203965084556,81.94080708436334,127.0805197202216,,200,8
2.076,2.242,0.9393295481352644,69.46802013793707,125.2895326232623,,200,8
1.736,1.867,0.4363312961500699,28.83596761892145,113.38689157490523,,200,8
1.307,1.277,0.2949203282244207,21.87053092684013,107.30650681364695,,200,8
2.231,1.091,0.8376407344440693,59.382466125961024,123.51092944167374,,200,8
1.265,0.736,0.7993253405216176,55.819779091513375,122.7841138375312,,200,8
2.635,1.876,1.1956592323902322,98.83369642023557,129.03507314854468,,200,8
2.114,2.306,1.0132285033495652,77.36209796756626,126.46511517952672,,200,8
1.977,0.83,0.8224530381730012,57.95456505356849,123.22688735298377,,200,8
0.356,1.866,1.2011211429327187,99.51934670272641,129.1058234658707,,200,8
1.045,2.261,0.8866487466860822,64.12964108935651,124.39357266531512,,200,8
0.905,2.109,0.8514141178063703,60.695148440635776,123.76410268550347,,200,8
0.889,1.814,0.6869621532515455,46.1380243244507,120.43252190748186,,200,8
0.522,1.79,1.0200901920908758,78.11887302301213,126.56988555639764,,200,8
1.965,0.636,0.9811834690821081,73.88122086841166,125.96623696150772,,200,8
2.018,1.086,0.6631138665417876,44.23259650229562,119.88404867697463,,200,8
0.889,0.569,1.1135896910442373,88.82895058584718,127.93123474308156,,200,8
1.256,1.484,0.24452402744924678,19.915235874211433,104.39758811124709,,200,8
0.927,1.232,0.6325764775898641,41.87044533107489,119.15219811952943,,200,8
1.389,2.05,0.561089119481032,36.686860156756595,117.29063441644773,,200,8
1.522,1.276,0.22507776433935003,19.238633138047753,103.11121741933566,,200,8
0.309,1.644,1.1996737056383289,99.3374059361475,129.08710561176014,,200,8
1.71,1.051,0.49568235796727733,32.3778463912713,115.36661991662888,,200,8
1.105,2.411,0.9929481356042721,75.14891996997673,126.15125750776023,,200,8
2.084,1.764,0.6408993680758315,42.50554824069708,119.35510695072978,,200,8
2.397,1.024,1.0154727962875223,77.60917833976669,126.49946092207506,,200,8
1.491,1.559,0.05968249324550702,15.395316842193525,82.50560718700854,,200,8
1.643,0.316,1.192604293133309,98.45127366017296,128.99536022425943,,200,8
1.92,2.618,1.1942880724515337,98.66195690920982,129.01726121214674,,200,8
0.404,1.051,1.1844057581758036,97.4287753331477,128.8882777852973,,200,8
1.84,1.346,0.3732505860678587,25.46672324174188,110.96291565255486,,200,8
1.07,0.983,0.6724499981411257,44.972220204533954,120.10107912969227,,200,8
1.306,1.01,0.5270066413243765,34.3890872450756,116.31784813293393,,200,8
2.001,1.412,0.5086698339787803,33.19995989256792,115.76810945464328,,200,8
0.68,1.752,0.8578484714680092,61.31414800693614,123.88097442006928,,200,8
1.893,0.913,0.7064120610521878,47.73113553251991,120.86592228473233,,200,8
1.715,0.671,0.8564262957196025,61.177015676727294,123.85521807510914,,200,8
2.237,0.66,1.1174833332090461,89.29092894159149,127.98541661303261,,200,8
2.562,1.026,1.1629789336011207,94.78273927829422,128.60487970396238,,200,8
2.372,2.321,1.197674830661478,99.08643421299728,129.0612195578488,,200,8
0.969,1.292,0.5702850164610674,37.32617558868033,117.54298755639303,,200,8
0.826,2.201,0.9724592536451078,72.94883329475394,125.827594767633,,200,8
1.952,1.603,0.4635871007696396,30.418389068337788,114.32748084570687,,200,8
1.733,2.006,0.5570682184436658,36.40989323221933,117.17899086692883,,200,8
1.644,2.087,0.60440466576624,39.76938377455194,118.44500487848411,,200,8
0.904,0.951,0.8103190729583007,56.82857098500306,122.99616139143481,,200,8
1.162,1.633,0.36322582507305295,24.969642426870756,110.5402924781188,,200,8
0.509,1.786,1.0314441332423196,79.37991978309063,126.74170946054547,,200,8
1.948,1.689,0.4862355396307432,31.79039676137197,115.06792001108266,,200,8
1.97,1.602,0.4809407447908734,31.46503718535938,114.89795515367517,,200,8
1.882,1.24,0.46208657197542535,30.329312139719065,114.2771541867749,,200,8
2.041,0.89,0.8153410329426576,57.292995154596326,123.0920696882725,,200,8
0.688,0.954,0.978498850280367,73.5936080927651,125.92370567474039,,200,8
1.403,2.154,0.6611542936410532,44.07839018086068,119.83810803051496,,200,8
0.912,1.434,0.5916924876994806,38.84604984528783,118.11502978456606,,200,8
1.646,1.347,0.21148285982556597,18.7920102055935,102.14409078614695,,200,8
1.009,2.5,1.1140381501546526,88.88209531147962,127.93748490858275,,200,8
1.862,0.811,0.7783090645752496,53.921571887827916,122.37050826372422,,200,8
2.43,2.051,1.0809722475623509,85.00887443056556,127.46976274265482,,200,8
1.888,0.518,1.0558730984356026,82.13034445601232,127.10507834853598,,200,8
1.59,1.493,0.09027181176868011,15.828151699312162,88.92889878290387,,200,8
1.823,2.636,1.1810270953708049,97.00901421946938,128.84393266685237,,200,8
0.948,0.938,0.7877486908906927,54.769241308587546,122.5576469537159,,200,8
0.925,2.146,0.86483582256981,61.990498660994696,124.00690191130835,,200,8
2.488,1.892,1.062924268233631,82.93363893092574,127.20839840843846,,200,8
1.625,1.948,0.4651118145134565,30.50913447721064,114.37845206992397,,200,8
1.958,0.797,0.8390309887006557,59.51420029775181,123.53667234883399,,200,8
0.954,1.443,0.5489672121356612,35.856649361173105,116.95159163427468,,200,8
1.104,1.031,0.6138216353306554,40.46331709507309,118.68500040316877,,200,8
1.209,1.458,0.2940153057240387,21.83289635421239,107.25879749836758,,200,8
1.107,0.856,0.7544435035176591,51.81443854326058,121.88706446492549,,200,8
2.139,1.092,0.7581457643487826,52.13793027104986,121.9630547655292,,200,8
1.44,0.803,0.6995777297770419,47.1673577417651,120.71500861596961,,200,8
1.588,1.933,0.44185178510446244,29.150375246642884,113.5820599730755,,200,8
1.753,1.116,0.4598532374573434,30.197154316313146,114.20194630496604,,200,8
0.472,1.635,1.0368264078427014,79.98154812105393,126.82250191146794,,200,8
0.913,0.96,0.7976020310906937,55.6626311878185,122.75061038479765,,200,8
2.161,2.152,0.9284530144277632,68.34601276715867,125.10874012745666,,200,8
0.876,0.942,0.8371021443049828,59.33147799319883,123.50094505089534,,200,8
0.825,1.265,0.7147377141301556,48.42375792511139,121.04780638063534,,200,8
2.279,1.106,0.8729702171322913,47.78331450826608,124.15222626540212,,10,24
2.091,2.151,0.8792508174576809,48.39944459013864,124.26350839427023,,10,24
1.768,0.532,1.0044142571668324,61.395880150245134,126.32948542894316,,10,24
1.248,0.669,0.8683691611290673,47.33415647616772,124.07019367864396,,10,24
0.849,0.899,0.8860033859980446,49.06575047730691,124.38226975436119,,10,24
1.302,2.035,0.5704638463566295,32.33868921232802,117.54785455676588,,50,5
1.314,2.298,0.8193900170248598,52.66908355052729,123.16896713916425,,50,5
1.03,1.207,0.5538492574699364,31.18929624495227,117.08903149272516,,50,5
1.375,1.249,0.28040328100790823,16.27787320231245,106.52295163142264,,50,5
1.522,1.675,0.17637743619862495,12.741464832599783,99.32635441896478,,50,5
1.463,1.236,0.26658019431308094,15.73554568793061,105.73819570798966,,50,5
0.446,1.185,1.1000640890420885,82.23401859558042,127.7415363688989,,50,5
2.644,1.667,1.1561249932425128,88.94436984245053,128.51312408447117,,50,5
1.83,0.764,0.8065953136486722,51.48566182481859,122.9246612926007,,50,5
1.264,2.29,0.8244974226763842,53.14557342409937,123.26542574275722,,50,5
1.775,0.787,0.7641950012922094,47.66917366225674,122.08642270241388,,50,5
1.574,1.314,0.20017991907281807,13.437455182106385,101.29144172608551,,50,5
2.13,1.329,0.6527947610083892,38.4245856436674,119.64058368660041,,50,5
0.93,1.967,0.7368778731920236,45.29662874584408,121.5213653761556,,50,5
1.374,2.578,1.085338656825601,80.51507157984565,127.5323398580311,,50,5
2.09,2.217,0.9285413291824979,63.35508174946996,125.11021662926822,,50,5
2.57,1.479,1.0702060549258725,78.76762034562081,127.3143807591363,,50,5
1.228,2.197,0.7481931568786232,46.27113407489924,121.75792353015935,,50,5
1.525,2.27,0.7704057372579723,48.21805459862968,122.21207236668101,,50,5
2.415,1.626,0.9236346680370979,62.852249553899746,125.02797037495131,,50,5
1.161,1.488,0.3392123228893667,18.82249424999096,109.47852851576602,,50,5
1.562,2.642,1.1436817739213998,87.4323027097361,128.34514432933102,,50,5
1.054,0.521,1.075805279778827,79.41194470522848,127.39538507897348,,50,5
2.395,1.135,0.966566086721441,67.32272209520373,125.73323694892487,,50,5
1.651,1.377,0.19475625792256332,13.272786543852831,100.86505445371996,,50,5
2.047,1.337,0.5707696558157241,32.360095388177,117.55617387447768,,50,5
1.716,1.164,0.39943960745023777,21.81528376375094,112.01558396410489,,50,5
1.285,1.276,0.31048510431259024,17.531972760228197,108.10487565007887,,50,5
2.13,1.001,0.8036796625521887,51.21803700031902,122.86844693128805,,50,5
0.936,1.49,0.564088645515933,31.894493428360754,117.37339886405893,,50,5
0.693,1.023,0.937431597504586,64.27148964268342,125.25813568107579,,50,5
2.122,1.978,0.7844539502099532,49.472463021016694,122.49258536708412,,50,5
2.382,1.804,0.9329201466363561,63.8055907329963,125.18324891386914,,50,5
1.053,1.984,0.6588360949431961,38.89642626001444,119.78358353792753,,50,5
1.317,1.505,0.18306829326784038,12.930093538848302,99.90433053162928,,50,5
1.709,1.886,0.4389498832440897,23.98471570204981,113.47977367494207,,50,5
1.902,2.479,1.0583217847138933,77.40883051494865,127.14103668749348,,50,5
0.378,1.506,1.1220160426660573,84.83033049527359,128.04825410270513,,50,5
0.981,1.204,0.5974755225111738,34.264178072124835,118.26601252717326,,50,5
1.699,1.179,0.3776797585256589,20.68973193043535,111.1460371243888,,50,5
1.665,2.352,0.8678300524872365,57.28165066150623,124.06055343411995,,50,5
2.007,0.975,0.7298451890640919,44.69685110785811,121.37250208492512,,50,5
2.34,1.684,0.8599162749942577,56.51385401186024,123.91834734542047,,50,5
0.55,1.616,0.9570559022335111,66.31864997226754,125.57974554975529,,50,5
1.334,1.002,0.5249380915879509,29.253286358272078,116.25679824072958,,50,5
1.341,0.389,1.1223199187397506,84.86655382661961,128.05245768871777,,50,5
1.058,1.93,0.6166554953943084,35.67379492735192,118.75650219410058,,50,5
1.808,0.516,1.0310771067189883,74.33898350672716,126.73618473990868,,50,5
2.135,1.988,0.8008551679298822,50.959507103977685,122.81379527235642,,50,5
1.577,0.547,0.9561056426985461,66.2187525236177,125.56432492651781,,50,5
1.023,1.557,0.48039358863332066,26.431574953484418,114.88028468036771,,50,5
0.856,1.498,0.6440031055825741,37.74405965139461,119.43010102722863,,50,5
2.192,0.965,0.8746936606606911,57.952039019612776,124.18284241603261,,50,5
0.902,1.27,0.6407058607504694,37.490707921116346,119.35041930869025,,50,5
2.09,1.199,0.6623450762253765,39.172054616177114,119.86604119573519,,50,5
0.591,0.866,1.1082585438425459,83.19847278997922,127.85674123710469,,50,5
1.874,0.884,0.7206469315830049,43.91922596213144,121.17561949776547,,50,5
0.822,2.018,0.8532338483674917,55.8698386057993,123.79724507727032,,50,5
1.692,2.49,1.0084463297568198,71.83705134265875,126.39167628349742,,50,5
1.253,2.257,0.7962775897888877,50.54203739028191,122.72481223292272,,50,5
2.133,0.921,0.8578636255256427,56.3156101910008,123.88124863798076,,50,5
1.967,1.395,0.47865854217803333,26.325663693942733,114.8241177532774,,50,5
1.73,2.101,0.6435067987208838,37.705859281846244,119.41813331824345,,50,5
2.27,1.351,0.7842837496722727,49.45715857527587,122.48921698077606,,50,5
2.476,1.305,0.9952894051480705,70.40262113831838,126.18781653607698,,50,5
2.141,2.012,0.8203810090439685,52.761354812905815,123.18772996723322,,50,5
1.505,0.309,1.1910104953357885,93.25206496001427,128.9746011246221,,50,5
1.529,0.583,0.9174584459254818,62.222296630349476,124.92382018199326,,50,5
0.91,1.581,0.5955342139625565,34.123459586514066,118.215492653052,,50,5
0.482,1.287,1.0400447105773867,75.3424656928303,126.87061120644024,,50,5
1.986,0.626,1.0000359993520234,70.9184072609452,126.26167163587398,,50,5
2.095,1.325,0.6202015801334275,35.93824580169066,118.84551286596911,,50,5
1.972,1.989,0.6796359319518062,40.547038446567825,120.2660830663576,,50,5
1.987,0.893,0.7782146233527099,48.91313181612387,122.36862454018812,,50,5
2.022,2.53,1.154722477481061,88.7732959689234,128.49428118110305,,50,5
1.791,0.982,0.5941422388620422,34.02278228780078,118.17916694428594,,50,5
0.686,0.764,1.0974023874586751,81.92195989783032,127.70393110727247,,50,5
2.473,0.872,1.1580643332734153,89.18119287157434,128.5391416390959,,50,5
0.45,1.801,1.092291627725856,81.32444186129379,127.63146847282538,,50,5
0.83,1.403,0.6769852287901118,40.3344432220707,120.20542139674752,,50,5
1.48,2.537,1.037192846099509,75.02259803139874,126.82798719810394,,50,5
2.097,0.524,1.1441088234953876,87.48398313541588,128.35093959466553,,50,5
1.476,2.346,0.8463403570668246,55.20962973196982,123.6713198394195,,50,5
0.912,1.036,0.7490260342604921,46.34332551233028,121.77519411424112,,50,5
0.981,0.746,0.9153562148147573,62.00863570334748,124.88821006530769,,50,5
0.649,1.805,0.9040055309565312,60.86167731282984,124.6945144002786,,50,5
1.558,0.313,1.188416172895674,92.92824932018348,128.9407507798005,,50,5
2.15,2.358,1.0764125603131913,79.4819858718894,127.40414528746896,,50,5
1.832,1.076,0.5385164807134504,35.152376345970694,116.65322613655418,,200,8
2.092,1.255,0.6406941548039908,42.489810290549705,119.35013569113654,,200,8
2.085,0.765,0.9393880987110705,69.47408795424973,125.29050019005192,,200,8
2.069,1.197,0.6446471903297182,42.79366893620275,119.44561843848872,,200,8
1.241,1.368,0.2906974372092054,21.695705144632647,107.08262724811627,,200,8
1.794,0.945,0.6280613027404253,41.52863830998142,119.04100000865589,,200,8
1.984,2.464,1.0786806756403862,84.7438557611989,127.43681990611329,,200,8
1.679,1.488,0.17940178371465546,17.826042550035783,99.59027476559274,,200,8
1.547,1.536,0.059203040462462705,15.389659205360863,82.38039964664104,,200,8
2.215,0.877,0.9483427650380425,70.40559593603712,125.43777344525856,,200,8
1.731,2.621,1.1445531879296829,92.53777508343873,128.35696753484714,,200,8
2.282,1.231,0.8269733973955874,58.377405244116716,123.3119722314055,,200,8
1.519,1.874,0.37448230932849164,25.528532560821635,111.01405772771605,,200,8
1.22,2.155,0.7123377008133149,48.22344234278732,120.99559340625117,,200,8
1.307,1.545,0.1981766888410441,18.37622024932933,101.13531624178741,,200,8
0.787,2.08,0.9191131595184567,67.3907452810722,124.95179236648656,,200,8
2.148,1.285,0.6827364059430259,45.796536238022654,120.33673829773021,,200,8
1.999,1.607,0.5103430218980173,33.307089108033985,115.81908674472687,,200,8
2.559,1.144,1.1172363223597774,89.26158354572246,127.98198495282101,,200,8
0.727,1.092,0.874066931075647,62.89065210693118,124.17171584987678,,200,8
0.471,1.923,1.112551122420898,88.7059395065208,127.91675056369577,,200,8
1.633,2.528,1.0365678945442984,79.95259527469244,126.81863100847363,,200,8
1.524,1.299,0.20242776489404812,18.50674409217966,101.46478231621035,,200,8
1.024,2.073,0.7449194587336271,50.9879921104336,121.68985316805706,,200,8
2.541,1.766,1.0744472997778904,84.25543363188766,127.37577789372564,,200,8
2.501,2.027,1.1312515193359962,90.93468571677076,128.17550483211912,,200,8
1.705,0.885,0.6482669203345178,43.07319693546868,119.53253828179017,,200,8
2.462,0.956,1.1051606218102419,87.83319754327458,127.81328837389829,,200,8
0.969,2.201,0.87941002950842,63.41510854701734,124.26631903373553,,200,8
1.401,0.864,0.6436590712481259,42.71757711959481,119.42180612720679,,200,8
2.203,2.276,1.0470840462923687,81.13496157648022,126.97532294735875,,200,8
1.818,1.338,0.35688653659111325,24.660816968772878,110.26697791933394,,200,8
1.848,1.52,0.3485742388645496,24.26237460656974,109.90114766763153,,200,8
2.427,1.783,0.9692357814278216,72.6059888598194,125.77605355788839,,200,8
0.71,0.999,0.9354683319065377,69.06852517229532,125.22559130574658,,200,8
1.285,0.511,1.0120997974508246,77.2379982944635,126.44781316366232,,200,8
2.514,1.195,1.0588772355660496,82.47207190235312,127.14918176573602,,200,8
0.46,1.534,1.040555620810344,80.39984285476345,126.87823493182535,,200,8
1.935,0.907,0.7354413640801013,50.17374917338736,121.491074081618,,200,8
0.875,2.409,1.1031346246039055,87.59474810626693,127.78480488895465,,200,8
1.312,1.103,0.4392641574269405,29.002615031592804,113.49088381786228,,200,8
1.46,2.482,0.9828143263099091,74.05624321727572,125.99201716518142,,200,8
1.54,0.423,1.0777425481069216,84.63548971263772,127.42331351856674,,200,8
2.591,1.164,1.1415677816056304,92.17669658058098,128.31642454378715,,200,8
1.474,2.062,0.562601102025227,36.79141373232257,117.33240896211926,,200,8
0.856,2.419,1.1221840312533413,89.85035450099384,128.05057806728132,,200,8
1.943,1.889,0.58955067636294,38.69200426020336,118.05873687734271,,200,8
1.177,1.144,0.4806922092150028,31.449833868134416,114.88993116082858,,200,8
1.463,0.909,0.5921570737566173,38.879522313973084,118.12721353442723,,200,8
0.897,1.947,0.7506117505075444,51.48094561833624,121.80802257807962,,200,8
0.393,1.492,1.1070289065783243,88.05339022240284,127.83950834095161,,200,8
2.52,1.616,1.0265748876725946,78.83776233060027,126.66825394665686,,200,8
1.615,1.805,0.3259601202601324,23.21600096383147,108.85991046684113,,200,8
1.237,2.187,0.7356208262413454,50.189090121690214,121.49486158614022,,200,8
2.072,0.551,1.1080546015427217,88.17440125512843,127.85388438677116,,200,8
1.286,1.092,0.46071683277258274,30.248197898473066,114.23107123238702,,200,8
1.412,1.53,0.09297311439335576,15.872961443096779,89.38660208088676,,200,8
2.131,2.167,0.918177542744321,67.29547081203637,124.93598238150989,,200,8
1.36,2.196,0.7099408426059176,48.02391961831743,120.94327320650955,,200,8
2.423,1.905,1.0079454350310835,76.78217002589778,126.38396400240362,,200,8
1.698,1.66,0.25456629784792795,20.281813281068935,105.02236172151406,,200,8
0.427,1.321,1.0878281114220205,85.80439241782278,127.56790484403602,,200,8
1.442,2.695,1.1964067034248844,98.92738343443905,129.04477450658544,,200,8
1.355,1.469,0.1482767682410161,17.01040465104829,96.63237044252232,,200,8
0.446,1.347,1.0650469473220419,83.17628600888347,127.2393676118058,,200,8
1.261,1.991,0.5460787488998269,35.660931113934964,116.86969863043399,,200,8
0.652,1.765,0.8884418945547311,64.30735465949635,124.4249349010823,,200,8
1.394,1.23,0.2900620623245998,21.66957280276028,107.04866118656022,,200,8
1.919,1.761,0.4936415703726743,32.250187001702294,115.30257698471343,,200,8
2.488,0.852,1.1815447515858213,97.07326598567322,128.85073515372815,,200,8
1.907,1.667,0.43992953981291144,29.040544826518996,113.51438004405725,,200,8
0.527,2.106,1.1462831238398303,92.74734677384993,128.38041237821113,,200,8
1.303,2.397,0.9183779178529935,52.31586871293349,124.93936966092129,,10,24
1.53,1.751,0.2527864711569825,5.2159975802077705,104.91344846104437,,10,24
2.056,1.009,0.7417661356519318,35.71618590714221,121.62400233319619,,10,24
0.779,1.451,0.7226631303726515,44.089011856776345,121.21898908516239,,50,5
1.0,2.039,0.7352013329694119,45.15323522087217,121.48600683938727,,50,5
2.407,1.837,0.9675835881204269,67.43061109132069,125.74956958456218,,50,5
1.566,1.93,0.4350356307246568,23.76262691793984,113.34072757670691,,50,5
2.498,1.409,1.002140209751111,71.14767794493183,126.29430022712914,,50,5
1.836,0.51,1.0454644900712793,75.95225756196453,126.95129415897257,,50,5
1.75,0.847,0.699220280026259,42.1379897630624,120.70707499770808,,50,5
2.076,0.553,1.1084155357987364,83.21700509931534,127.85894004281582,,50,5
1.009,2.306,0.9437780459408877,64.92988238456088,125.36287421838922,,50,5
2.452,0.906,1.1221140761972466,84.84201566897234,128.04961034695407,,50,5
2.075,0.955,0.7922436493907669,50.17570912723467,122.64597185772895,,50,5
0.963,0.851,0.842359780616335,54.83032007042621,123.59813762739209,,50,5
1.271,0.747,0.7870514595628421,49.70635556858745,122.5439013831784,,50,5
1.429,1.523,0.07463243262818109,10.589447833941133,85.9756083586008,,50,5
0.939,0.864,0.8480666247412405,55.37456346613276,123.70295003327757,,50,5
2.532,1.338,1.0446377362511847,75.85907634401912,126.93901354718818,,50,5
