"SCS","ISC","NRUSC","tRU","requiredSNR","IRU","NRU","ITBS","Qm","TBS","numTrBlks","NRep","SNR","BLER","TTI","pathloss","datarate","bandwidth"
3750,0,1,32,-5.7403,0,1,3,2,40,100,4,-3,0.06,128,161,0.3125,"3,75"
3750,0,1,32,-5.7403,0,1,3,2,40,100,8,-4,0.03,256,162,0.15625,"3,75"
3750,0,1,32,-5.7403,0,1,3,2,40,100,8,-5,0.03,256,163,0.15625,"3,75"
3750,0,1,32,-5.7403,0,1,3,2,40,100,8,-6,0.08,256,164,0.15625,"3,75"
3750,0,1,32,-5.7403,0,1,3,2,40,100,8,-7,0.1,256,165,0.15625,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,1,8,0,32,150,1.75,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,1,7,0.02,32,151,1.75,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,1,6,0.03,32,152,1.75,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,1,5,0.1,32,153,1.75,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,1,4,0.06,32,154,1.75,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,1,3,0.08,32,155,1.75,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,2,2,0.07,64,156,0.875,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,2,1,0.04,64,157,0.875,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,2,0,0.07,64,158,0.875,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,2,-1,0.06,64,159,0.875,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,2,-2,0.07,64,160,0.875,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,4,-3,0.1,128,161,0.4375,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,8,-4,0.02,256,162,0.21875,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,4,-5,0.08,128,163,0.4375,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,8,-6,0.03,256,164,0.21875,"3,75"
3750,0,1,32,-5.7403,0,1,4,2,56,100,4,-7,0.09,128,165,0.4375,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,1,14,0,32,144,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,1,13,0.01,32,145,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,1,12,0.03,32,146,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,1,11,0.04,32,147,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,1,10,0.05,32,148,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,1,9,0.04,32,149,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,1,8,0.05,32,150,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,1,7,0.09,32,151,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,1,6,0.02,32,152,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,2,5,0.02,64,153,1.125,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,1,4,0.07,32,154,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,1,3,0.05,32,155,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,2,2,0.04,64,156,1.125,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,2,1,0.08,64,157,1.125,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,4,0,0.03,128,158,0.5625,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,4,-1,0.03,128,159,0.5625,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,4,-2,0.09,128,160,0.5625,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,4,-3,0.08,128,161,0.5625,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,8,-4,0.04,256,162,0.28125,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,8,-5,0.03,256,163,0.28125,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,8,-6,0.03,256,164,0.28125,"3,75"
3750,0,1,32,-5.7403,0,1,5,2,72,100,8,-7,0.03,256,165,0.28125,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,1,10,0.07,32,148,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,1,9,0.07,32,149,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,1,8,0.07,32,150,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,1,7,0.07,32,151,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,2,6,0.02,64,152,1.375,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,1,5,0.07,32,153,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,2,4,0.05,64,154,1.375,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,2,3,0.1,64,155,1.375,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,2,2,0.04,64,156,1.375,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,2,1,0.08,64,157,1.375,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,2,0,0.1,64,158,1.375,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,2,-1,0.09,64,159,1.375,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,4,-2,0.07,128,160,0.6875,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,4,-3,0.1,128,161,0.6875,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,4,-4,0.07,128,162,0.6875,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,8,-5,0.04,256,163,0.34375,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,8,-6,0.05,256,164,0.34375,"3,75"
3750,0,1,32,-5.7403,0,1,6,2,88,100,8,-7,0.06,256,165,0.34375,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,1,16,0,32,142,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,1,15,0,32,143,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,1,14,0.03,32,144,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,1,13,0.04,32,145,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,1,12,0.06,32,146,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,1,11,0.05,32,147,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,1,10,0.1,32,148,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,1,9,0.07,32,149,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,1,8,0.05,32,150,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,2,7,0.04,64,151,1.625,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,2,6,0.04,64,152,1.625,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,2,5,0.04,64,153,1.625,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,2,4,0.02,64,154,1.625,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,2,3,0.08,64,155,1.625,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,2,2,0.02,64,156,1.625,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,4,1,0.04,128,157,0.8125,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,8,0,0,256,158,0.40625,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,2,-1,0.1,64,159,1.625,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,8,-2,0.05,256,160,0.40625,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,8,-3,0.02,256,161,0.40625,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,8,-4,0.09,256,162,0.40625,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,8,-5,0.1,256,163,0.40625,"3,75"
3750,0,1,32,-5.7403,0,1,7,2,104,100,8,-6,0.04,256,164,0.40625,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,1,18,0,32,140,4.25,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,1,17,0,32,141,4.25,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,1,16,0.03,32,142,4.25,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,1,15,0.02,32,143,4.25,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,1,14,0.06,32,144,4.25,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,1,13,0.02,32,145,4.25,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,1,12,0.08,32,146,4.25,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,1,11,0.04,32,147,4.25,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,2,10,0.01,64,148,2.125,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,1,9,0.08,32,149,4.25,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,1,8,0.06,32,150,4.25,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,2,7,0.01,64,151,2.125,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,2,6,0.02,64,152,2.125,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,2,5,0.09,64,153,2.125,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,2,4,0.06,64,154,2.125,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,2,3,0.04,64,155,2.125,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,4,2,0.06,128,156,1.0625,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,2,1,0.1,64,157,2.125,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,4,0,0.05,128,158,1.0625,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,8,-1,0.04,256,159,0.53125,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,8,-2,0.03,256,160,0.53125,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,8,-3,0.04,256,161,0.53125,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,8,-4,0.06,256,162,0.53125,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,8,-5,0.04,256,163,0.53125,"3,75"
3750,0,1,32,-5.7403,0,1,9,2,136,100,8,-6,0.09,256,164,0.53125,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,1,18,0,32,140,4.5,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,1,17,0.03,32,141,4.5,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,1,16,0,32,142,4.5,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,1,15,0.04,32,143,4.5,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,1,14,0.07,32,144,4.5,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,1,13,0.07,32,145,4.5,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,1,12,0.06,32,146,4.5,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,2,11,0.01,64,147,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,1,10,0.07,32,148,4.5,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,2,9,0.01,64,149,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,2,8,0,64,150,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,2,7,0.05,64,151,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,2,6,0.01,64,152,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,2,5,0.01,64,153,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,2,4,0.06,64,154,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,2,3,0.02,64,155,2.25,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,4,2,0.06,128,156,1.125,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,4,1,0.09,128,157,1.125,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,4,0,0.04,128,158,1.125,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,8,-1,0.03,256,159,0.5625,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,8,-2,0.05,256,160,0.5625,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,8,-3,0.04,256,161,0.5625,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,8,-4,0.09,256,162,0.5625,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,8,-5,0.07,256,163,0.5625,"3,75"
3750,0,1,32,-5.7403,0,1,10,2,144,100,8,-6,0.07,256,164,0.5625,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,2,16,0,64,142,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,2,15,0,64,143,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,2,14,0.01,64,144,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,2,13,0.01,64,145,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,2,12,0.01,64,146,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,2,11,0.01,64,147,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,2,10,0.01,64,148,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,2,9,0.05,64,149,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,2,8,0.04,64,150,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,2,7,0.03,64,151,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,2,6,0.04,64,152,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,2,5,0.08,64,153,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,2,4,0.01,64,154,2.75,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,8,3,0,256,155,0.6875,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,4,2,0.06,128,156,1.375,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,4,1,0.08,128,157,1.375,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,4,0,0.09,128,158,1.375,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,8,-1,0.07,256,159,0.6875,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,16,-2,0,512,160,0.34375,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,16,-3,0.01,512,161,0.34375,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,16,-4,0.01,512,162,0.34375,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,16,-5,0.02,512,163,0.34375,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,16,-6,0.01,512,164,0.34375,"3,75"
3750,0,1,32,-5.7403,0,1,11,2,176,100,16,-7,0.02,512,165,0.34375,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,2,16,0,64,142,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,2,15,0,64,143,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,1,14,0.05,32,144,6.5,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,2,13,0.02,64,145,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,2,12,0,64,146,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,2,11,0.04,64,147,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,2,10,0.01,64,148,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,2,9,0.05,64,149,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,2,8,0.02,64,150,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,4,7,0.02,128,151,1.625,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,2,6,0.03,64,152,3.25,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,4,5,0,128,153,1.625,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,4,4,0.05,128,154,1.625,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,4,3,0.07,128,155,1.625,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,8,2,0.08,256,156,0.8125,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,8,1,0.04,256,157,0.8125,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,8,0,0.06,256,158,0.8125,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,8,-1,0.09,256,159,0.8125,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,8,-2,0.07,256,160,0.8125,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,8,-3,0.06,256,161,0.8125,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,8,-4,0.1,256,162,0.8125,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,16,-5,0,512,163,0.40625,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,8,-6,0.1,256,164,0.8125,"3,75"
3750,0,1,32,-5.7403,0,1,12,2,208,100,16,-7,0.02,512,165,0.40625,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,2,16,0,64,142,3.5,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,2,15,0,64,143,3.5,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,2,14,0.02,64,144,3.5,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,2,13,0.01,64,145,3.5,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,2,12,0.03,64,146,3.5,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,2,11,0.01,64,147,3.5,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,2,10,0.02,64,148,3.5,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,2,9,0.06,64,149,3.5,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,2,8,0.06,64,150,3.5,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,2,7,0.04,64,151,3.5,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,2,6,0.08,64,152,3.5,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,4,5,0.09,128,153,1.75,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,4,4,0.07,128,154,1.75,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,4,3,0.09,128,155,1.75,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,8,2,0.04,256,156,0.875,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,8,1,0.03,256,157,0.875,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,8,0,0.02,256,158,0.875,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,8,-1,0.09,256,159,0.875,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,16,-2,0.01,512,160,0.4375,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,16,-3,0,512,161,0.4375,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,16,-4,0.07,512,162,0.4375,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,16,-5,0.07,512,163,0.4375,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,16,-6,0.02,512,164,0.4375,"3,75"
3750,0,1,32,-5.7403,0,1,13,2,224,100,16,-7,0.03,512,165,0.4375,"3,75"
3750,0,1,32,-5.7403,1,2,1,2,56,100,1,2,0.05,64,156,0.875,"3,75"
3750,0,1,32,-5.7403,1,2,1,2,56,100,1,1,0.04,64,157,0.875,"3,75"
3750,0,1,32,-5.7403,1,2,1,2,56,100,1,0,0.09,64,158,0.875,"3,75"
3750,0,1,32,-5.7403,1,2,1,2,56,100,1,-1,0.06,64,159,0.875,"3,75"
3750,0,1,32,-5.7403,1,2,1,2,56,100,1,-2,0.09,64,160,0.875,"3,75"
3750,0,1,32,-5.7403,1,2,1,2,56,100,4,-3,0.01,256,161,0.21875,"3,75"
3750,0,1,32,-5.7403,1,2,1,2,56,100,4,-4,0.03,256,162,0.21875,"3,75"
3750,0,1,32,-5.7403,1,2,1,2,56,100,4,-5,0.03,256,163,0.21875,"3,75"
3750,0,1,32,-5.7403,1,2,1,2,56,100,8,-6,0,512,164,0.109375,"3,75"
3750,0,1,32,-5.7403,1,2,1,2,56,100,4,-7,0.09,256,165,0.21875,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,1,8,0.03,64,150,1.625,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,1,7,0.03,64,151,1.625,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,1,6,0.03,64,152,1.625,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,1,5,0.02,64,153,1.625,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,1,4,0.04,64,154,1.625,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,1,3,0.05,64,155,1.625,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,1,2,0.05,64,156,1.625,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,1,1,0.08,64,157,1.625,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,2,0,0.08,128,158,0.8125,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,1,-1,0.07,64,159,1.625,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,1,-2,0.1,64,160,1.625,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,2,-3,0.03,128,161,0.8125,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,4,-4,0.09,256,162,0.40625,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,4,-5,0.07,256,163,0.40625,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,8,-6,0.05,512,164,0.203125,"3,75"
3750,0,1,32,-5.7403,1,2,3,2,104,100,8,-7,0.01,512,165,0.203125,"3,75"
3750,0,1,32,-5.7403,1,2,4,2,120,100,1,8,0.03,64,150,1.875,"3,75"
3750,0,1,32,-5.7403,1,2,4,2,120,100,1,7,0.05,64,151,1.875,"3,75"
3750,0,1,32,-5.7403,1,2,4,2,120,100,1,6,0.03,64,152,1.875,"3,75"
3750,0,1,32,-5.7403,1,2,4,2,120,100,1,5,0.05,64,153,1.875,"3,75"
