"opmode","datatype","requiredSNR","ISF","NSF","IMCS","TBS","numTrBlks","NRep","SNR","BLER","TTI","pathloss","datarate"
"inband",1,-12.6,0,1,0,16,100,1,12,0.1,1,139,16
"inband",1,-12.6,0,1,0,16,100,1,11,0.1,1,140,16
"inband",1,-12.6,0,1,0,16,100,2,10,0.02,2,141,8
"inband",1,-12.6,0,1,0,16,100,2,9,0.03,2,142,8
"inband",1,-12.6,0,1,0,16,100,2,8,0.03,2,143,8
"inband",1,-12.6,0,1,0,16,100,2,7,0.07,2,144,8
"inband",1,-12.6,0,1,0,16,100,2,6,0.1,2,145,8
"inband",1,-12.6,0,1,0,16,100,2,5,0.09,2,146,8
"inband",1,-12.6,0,1,0,16,100,2,4,0.1,2,147,8
"inband",1,-12.6,0,1,0,16,100,4,3,0.05,4,148,4
"inband",1,-12.6,0,1,0,16,100,4,2,0.07,4,149,4
"inband",1,-12.6,0,1,0,16,100,4,1,0.07,4,150,4
"inband",1,-12.6,0,1,0,16,100,4,0,0.07,4,151,4
"inband",1,-12.6,0,1,0,16,100,8,-1,0.05,8,152,2
"inband",1,-12.6,0,1,0,16,100,8,-2,0.09,8,153,2
"inband",1,-12.6,0,1,0,16,100,32,-3,0.02,32,154,0.5
"inband",1,-12.6,0,1,0,16,100,16,-4,0.09,16,155,1
"inband",1,-12.6,0,1,0,16,100,32,-5,0.09,32,156,0.5
"inband",1,-12.6,0,1,0,16,100,32,-6,0.07,32,157,0.5
"inband",1,-12.6,0,1,0,16,100,64,-7,0.06,64,158,0.25
"inband",1,-12.6,0,1,0,16,100,64,-8,0.04,64,159,0.25
"inband",1,-12.6,0,1,0,16,100,128,-9,0.02,128,160,0.125
"inband",1,-12.6,0,1,0,16,100,128,-10,0.05,128,161,0.125
"inband",1,-12.6,0,1,0,16,100,128,-11,0.08,128,162,0.125
"inband",1,-12.6,0,1,0,16,100,256,-12,0.02,256,163,0.0625
"inband",1,-12.6,0,1,0,16,100,256,-13,0.05,256,164,0.0625
"inband",1,-12.6,0,1,1,24,100,1,16,0.05,1,135,24
"inband",1,-12.6,0,1,1,24,100,1,15,0.06,1,136,24
"inband",1,-12.6,0,1,1,24,100,1,14,0.06,1,137,24
"inband",1,-12.6,0,1,1,24,100,1,13,0.09,1,138,24
"inband",1,-12.6,0,1,1,24,100,2,12,0.02,2,139,12
"inband",1,-12.6,0,1,1,24,100,2,11,0.02,2,140,12
"inband",1,-12.6,0,1,1,24,100,2,10,0.03,2,141,12
"inband",1,-12.6,0,1,1,24,100,2,9,0.04,2,142,12
"inband",1,-12.6,0,1,1,24,100,2,8,0.07,2,143,12
"inband",1,-12.6,0,1,1,24,100,2,7,0.1,2,144,12
"inband",1,-12.6,0,1,1,24,100,2,6,0.08,2,145,12
"inband",1,-12.6,0,1,1,24,100,4,5,0.04,4,146,6
"inband",1,-12.6,0,1,1,24,100,4,4,0.05,4,147,6
"inband",1,-12.6,0,1,1,24,100,4,3,0.06,4,148,6
"inband",1,-12.6,0,1,1,24,100,4,2,0.06,4,149,6
"inband",1,-12.6,0,1,1,24,100,4,1,0.06,4,150,6
"inband",1,-12.6,0,1,1,24,100,8,0,0.04,8,151,3
"inband",1,-12.6,0,1,1,24,100,8,-1,0.07,8,152,3
"inband",1,-12.6,0,1,1,24,100,8,-2,0.1,8,153,3
"inband",1,-12.6,0,1,1,24,100,32,-3,0.02,32,154,0.75
"inband",1,-12.6,0,1,1,24,100,32,-4,0.05,32,155,0.75
"inband",1,-12.6,0,1,1,24,100,32,-5,0.07,32,156,0.75
"inband",1,-12.6,0,1,1,24,100,64,-6,0.04,64,157,0.375
"inband",1,-12.6,0,1,1,24,100,64,-7,0.05,64,158,0.375
"inband",1,-12.6,0,1,1,24,100,64,-8,0.09,64,159,0.375
"inband",1,-12.6,0,1,1,24,100,128,-9,0.03,128,160,0.1875
"inband",1,-12.6,0,1,1,24,100,128,-10,0.06,128,161,0.1875
"inband",1,-12.6,0,1,1,24,100,192,-11,0.06,192,162,0.125
"inband",1,-12.6,0,1,1,24,100,192,-12,0.09,192,163,0.125
"inband",1,-12.6,0,1,1,24,100,256,-13,0.09,256,164,0.09375
"inband",1,-12.6,0,1,2,32,100,1,14,0.06,1,137,32
"inband",1,-12.6,0,1,2,32,100,1,13,0.05,1,138,32
"inband",1,-12.6,0,1,2,32,100,2,12,0.03,2,139,16
"inband",1,-12.6,0,1,2,32,100,2,11,0.03,2,140,16
"inband",1,-12.6,0,1,2,32,100,2,10,0.04,2,141,16
"inband",1,-12.6,0,1,2,32,100,2,9,0.06,2,142,16
"inband",1,-12.6,0,1,2,32,100,2,8,0.08,2,143,16
"inband",1,-12.6,0,1,2,32,100,2,7,0.08,2,144,16
"inband",1,-12.6,0,1,2,32,100,4,6,0.03,4,145,8
"inband",1,-12.6,0,1,2,32,100,4,5,0.04,4,146,8
"inband",1,-12.6,0,1,2,32,100,4,4,0.06,4,147,8
"inband",1,-12.6,0,1,2,32,100,4,3,0.07,4,148,8
"inband",1,-12.6,0,1,2,32,100,4,2,0.08,4,149,8
"inband",1,-12.6,0,1,2,32,100,8,1,0.03,8,150,4
"inband",1,-12.6,0,1,2,32,100,8,0,0.05,8,151,4
"inband",1,-12.6,0,1,2,32,100,8,-1,0.05,8,152,4
"inband",1,-12.6,0,1,2,32,100,8,-2,0.1,8,153,4
"inband",1,-12.6,0,1,2,32,100,32,-3,0.05,32,154,1
"inband",1,-12.6,0,1,2,32,100,32,-4,0.05,32,155,1
"inband",1,-12.6,0,1,2,32,100,32,-5,0.08,32,156,1
"inband",1,-12.6,0,1,2,32,100,32,-6,0.1,32,157,1
"inband",1,-12.6,0,1,2,32,100,64,-7,0.05,64,158,0.5
"inband",1,-12.6,0,1,2,32,100,128,-8,0.04,128,159,0.25
"inband",1,-12.6,0,1,2,32,100,128,-9,0.03,128,160,0.25
"inband",1,-12.6,0,1,2,32,100,128,-10,0.09,128,161,0.25
"inband",1,-12.6,0,1,2,32,100,192,-11,0.06,192,162,0.166666666666667
"inband",1,-12.6,0,1,2,32,100,256,-12,0.05,256,163,0.125
"inband",1,-12.6,0,1,2,32,100,384,-13,0.06,384,164,0.0833333333333333
"inband",1,-12.6,0,1,3,40,100,1,16,0.05,1,135,40
"inband",1,-12.6,0,1,3,40,100,1,15,0.07,1,136,40
"inband",1,-12.6,0,1,3,40,100,1,14,0.08,1,137,40
"inband",1,-12.6,0,1,3,40,100,1,13,0.09,1,138,40
"inband",1,-12.6,0,1,3,40,100,2,12,0.02,2,139,20
"inband",1,-12.6,0,1,3,40,100,2,11,0.04,2,140,20
"inband",1,-12.6,0,1,3,40,100,2,10,0.05,2,141,20
"inband",1,-12.6,0,1,3,40,100,2,9,0.08,2,142,20
"inband",1,-12.6,0,1,3,40,100,2,8,0.08,2,143,20
"inband",1,-12.6,0,1,3,40,100,2,7,0.09,2,144,20
"inband",1,-12.6,0,1,3,40,100,4,6,0.04,4,145,10
"inband",1,-12.6,0,1,3,40,100,4,5,0.05,4,146,10
"inband",1,-12.6,0,1,3,40,100,4,4,0.05,4,147,10
"inband",1,-12.6,0,1,3,40,100,4,3,0.06,4,148,10
"inband",1,-12.6,0,1,3,40,100,4,2,0.06,4,149,10
"inband",1,-12.6,0,1,3,40,100,8,1,0.04,8,150,5
"inband",1,-12.6,0,1,3,40,100,16,0,0.04,16,151,2.5
"inband",1,-12.6,0,1,3,40,100,8,-1,0.1,8,152,5
"inband",1,-12.6,0,1,3,40,100,16,-2,0.1,16,153,2.5
"inband",1,-12.6,0,1,3,40,100,32,-3,0.05,32,154,1.25
"inband",1,-12.6,0,1,3,40,100,32,-4,0.07,32,155,1.25
"inband",1,-12.6,0,1,3,40,100,32,-5,0.08,32,156,1.25
"inband",1,-12.6,0,1,3,40,100,64,-6,0.04,64,157,0.625
"inband",1,-12.6,0,1,3,40,100,128,-7,0.01,128,158,0.3125
"inband",1,-12.6,0,1,3,40,100,128,-8,0.04,128,159,0.3125
"inband",1,-12.6,0,1,3,40,100,128,-9,0.06,128,160,0.3125
"inband",1,-12.6,0,1,3,40,100,128,-10,0.1,128,161,0.3125
"inband",1,-12.6,0,1,3,40,100,256,-11,0.04,256,162,0.15625
"inband",1,-12.6,0,1,3,40,100,384,-12,0.02,384,163,0.104166666666667
"inband",1,-12.6,0,1,3,40,100,384,-13,0.1,384,164,0.104166666666667
"inband",1,-12.6,0,1,4,56,100,1,20,0.05,1,131,56
"inband",1,-12.6,0,1,4,56,100,1,19,0.05,1,132,56
"inband",1,-12.6,0,1,4,56,100,1,18,0.07,1,133,56
"inband",1,-12.6,0,1,4,56,100,1,17,0.09,1,134,56
"inband",1,-12.6,0,1,4,56,100,1,16,0.08,1,135,56
"inband",1,-12.6,0,1,4,56,100,1,15,0.1,1,136,56
"inband",1,-12.6,0,1,4,56,100,1,14,0.1,1,137,56
"inband",1,-12.6,0,1,4,56,100,2,13,0.02,2,138,28
"inband",1,-12.6,0,1,4,56,100,2,12,0.03,2,139,28
"inband",1,-12.6,0,1,4,56,100,2,11,0.08,2,140,28
"inband",1,-12.6,0,1,4,56,100,2,10,0.08,2,141,28
"inband",1,-12.6,0,1,4,56,100,2,9,0.09,2,142,28
"inband",1,-12.6,0,1,4,56,100,4,8,0.02,4,143,14
"inband",1,-12.6,0,1,4,56,100,4,7,0.03,4,144,14
"inband",1,-12.6,0,1,4,56,100,4,6,0.06,4,145,14
"inband",1,-12.6,0,1,4,56,100,4,5,0.05,4,146,14
"inband",1,-12.6,0,1,4,56,100,4,4,0.09,4,147,14
"inband",1,-12.6,0,1,4,56,100,4,3,0.06,4,148,14
"inband",1,-12.6,0,1,4,56,100,8,2,0.03,8,149,7
"inband",1,-12.6,0,1,4,56,100,8,1,0.09,8,150,7
"inband",1,-12.6,0,1,4,56,100,8,0,0.09,8,151,7
"inband",1,-12.6,0,1,4,56,100,16,-1,0.08,16,152,3.5
"inband",1,-12.6,0,1,4,56,100,32,-2,0.06,32,153,1.75
"inband",1,-12.6,0,1,4,56,100,32,-3,0.07,32,154,1.75
"inband",1,-12.6,0,1,4,56,100,32,-4,0.08,32,155,1.75
"inband",1,-12.6,0,1,4,56,100,64,-5,0.04,64,156,0.875
"inband",1,-12.6,0,1,4,56,100,64,-6,0.08,64,157,0.875
"inband",1,-12.6,0,1,4,56,100,128,-7,0.02,128,158,0.4375
"inband",1,-12.6,0,1,4,56,100,128,-8,0.06,128,159,0.4375
"inband",1,-12.6,0,1,4,56,100,192,-9,0.03,192,160,0.291666666666667
"inband",1,-12.6,0,1,4,56,100,192,-10,0.09,192,161,0.291666666666667
"inband",1,-12.6,0,1,4,56,100,256,-11,0.07,256,162,0.21875
"inband",1,-12.6,0,1,4,56,100,384,-12,0.03,384,163,0.145833333333333
"inband",1,-12.6,0,1,4,56,100,512,-13,0.02,512,164,0.109375
"inband",1,-12.6,0,1,5,72,100,1,23,0.06,1,128,72
"inband",1,-12.6,0,1,5,72,100,1,22,0.06,1,129,72
"inband",1,-12.6,0,1,5,72,100,1,21,0.05,1,130,72
"inband",1,-12.6,0,1,5,72,100,1,20,0.06,1,131,72
"inband",1,-12.6,0,1,5,72,100,1,19,0.07,1,132,72
"inband",1,-12.6,0,1,5,72,100,1,18,0.07,1,133,72
"inband",1,-12.6,0,1,5,72,100,1,17,0.09,1,134,72
"inband",1,-12.6,0,1,5,72,100,2,16,0.03,2,135,36
"inband",1,-12.6,0,1,5,72,100,2,15,0.02,2,136,36
"inband",1,-12.6,0,1,5,72,100,2,14,0.02,2,137,36
"inband",1,-12.6,0,1,5,72,100,2,13,0.03,2,138,36
"inband",1,-12.6,0,1,5,72,100,2,12,0.05,2,139,36
"inband",1,-12.6,0,1,5,72,100,2,11,0.07,2,140,36
"inband",1,-12.6,0,1,5,72,100,2,10,0.09,2,141,36
"inband",1,-12.6,0,1,5,72,100,2,9,0.1,2,142,36
"inband",1,-12.6,0,1,5,72,100,2,8,0.1,2,143,36
"inband",1,-12.6,0,1,5,72,100,4,7,0.05,4,144,18
"inband",1,-12.6,0,1,5,72,100,4,6,0.06,4,145,18
"inband",1,-12.6,0,1,5,72,100,4,5,0.07,4,146,18
"inband",1,-12.6,0,1,5,72,100,4,4,0.07,4,147,18
"inband",1,-12.6,0,1,5,72,100,4,3,0.1,4,148,18
"inband",1,-12.6,0,1,5,72,100,8,2,0.07,8,149,9
"inband",1,-12.6,0,1,5,72,100,8,1,0.06,8,150,9
"inband",1,-12.6,0,1,5,72,100,16,0,0.07,16,151,4.5
"inband",1,-12.6,0,1,5,72,100,16,-1,0.09,16,152,4.5
"inband",1,-12.6,0,1,5,72,100,32,-2,0.05,32,153,2.25
"inband",1,-12.6,0,1,5,72,100,32,-3,0.06,32,154,2.25
"inband",1,-12.6,0,1,5,72,100,64,-4,0.02,64,155,1.125
"inband",1,-12.6,0,1,5,72,100,64,-5,0.08,64,156,1.125
"inband",1,-12.6,0,1,5,72,100,128,-6,0.02,128,157,0.5625
"inband",1,-12.6,0,1,5,72,100,128,-7,0.03,128,158,0.5625
"inband",1,-12.6,0,1,5,72,100,128,-8,0.07,128,159,0.5625
"inband",1,-12.6,0,1,5,72,100,192,-9,0.04,192,160,0.375
"inband",1,-12.6,0,1,5,72,100,256,-10,0.04,256,161,0.28125
"inband",1,-12.6,0,1,5,72,100,256,-11,0.05,256,162,0.28125
"inband",1,-12.6,0,1,5,72,100,384,-12,0.09,384,163,0.1875
"inband",1,-12.6,0,1,5,72,100,768,-13,0.03,768,164,0.09375
"inband",1,-12.6,0,1,6,88,100,1,20,0.07,1,131,88
"inband",1,-12.6,0,1,6,88,100,1,19,0.09,1,132,88
"inband",1,-12.6,0,1,6,88,100,2,18,0.02,2,133,44
"inband",1,-12.6,0,1,6,88,100,2,17,0.02,2,134,44
"inband",1,-12.6,0,1,6,88,100,2,16,0.02,2,135,44
"inband",1,-12.6,0,1,6,88,100,2,15,0.02,2,136,44
"inband",1,-12.6,0,1,6,88,100,2,14,0.03,2,137,44
"inband",1,-12.6,0,1,6,88,100,2,13,0.08,2,138,44
"inband",1,-12.6,0,1,6,88,100,2,12,0.07,2,139,44
"inband",1,-12.6,0,1,6,88,100,2,11,0.08,2,140,44
"inband",1,-12.6,0,1,6,88,100,2,10,0.1,2,141,44
"inband",1,-12.6,0,1,6,88,100,4,9,0.03,4,142,22
"inband",1,-12.6,0,1,6,88,100,4,8,0.04,4,143,22
"inband",1,-12.6,0,1,6,88,100,4,7,0.04,4,144,22
"inband",1,-12.6,0,1,6,88,100,4,6,0.06,4,145,22
"inband",1,-12.6,0,1,6,88,100,4,5,0.07,4,146,22
"inband",1,-12.6,0,1,6,88,100,8,4,0.04,8,147,11
"inband",1,-12.6,0,1,6,88,100,8,3,0.04,8,148,11
"inband",1,-12.6,0,1,6,88,100,8,2,0.07,8,149,11
"inband",1,-12.6,0,1,6,88,100,16,1,0.05,16,150,5.5
"inband",1,-12.6,0,1,6,88,100,16,0,0.08,16,151,5.5
"inband",1,-12.6,0,1,6,88,100,32,-1,0.03,32,152,2.75
"inband",1,-12.6,0,1,6,88,100,32,-2,0.08,32,153,2.75
"inband",1,-12.6,0,1,6,88,100,32,-3,0.09,32,154,2.75
"inband",1,-12.6,0,1,6,88,100,64,-4,0.03,64,155,1.375
"inband",1,-12.6,0,1,6,88,100,64,-5,0.08,64,156,1.375
"inband",1,-12.6,0,1,6,88,100,128,-6,0.03,128,157,0.6875
"inband",1,-12.6,0,1,6,88,100,128,-7,0.05,128,158,0.6875
"inband",1,-12.6,0,1,6,88,100,192,-8,0.05,192,159,0.458333333333333
"inband",1,-12.6,0,1,6,88,100,192,-9,0.06,192,160,0.458333333333333
"inband",1,-12.6,0,1,6,88,100,256,-10,0.07,256,161,0.34375
"inband",1,-12.6,0,1,6,88,100,384,-11,0.07,384,162,0.229166666666667
"inband",1,-12.6,0,1,6,88,100,512,-12,0.05,512,163,0.171875
"inband",1,-12.6,0,1,6,88,100,768,-13,0.06,768,164,0.114583333333333
"inband",1,-12.6,0,1,7,104,100,1,22,0.1,1,129,104
"inband",1,-12.6,0,1,7,104,100,1,21,0.06,1,130,104
"inband",1,-12.6,0,1,7,104,100,2,20,0.02,2,131,52
"inband",1,-12.6,0,1,7,104,100,1,19,0.1,1,132,104
"inband",1,-12.6,0,1,7,104,100,2,18,0.02,2,133,52
"inband",1,-12.6,0,1,7,104,100,2,17,0.02,2,134,52
"inband",1,-12.6,0,1,7,104,100,2,16,0.02,2,135,52
"inband",1,-12.6,0,1,7,104,100,2,15,0.05,2,136,52
"inband",1,-12.6,0,1,7,104,100,2,14,0.04,2,137,52
"inband",1,-12.6,0,1,7,104,100,2,13,0.08,2,138,52
"inband",1,-12.6,0,1,7,104,100,2,12,0.1,2,139,52
"inband",1,-12.6,0,1,7,104,100,2,11,0.09,2,140,52
"inband",1,-12.6,0,1,7,104,100,4,10,0.04,4,141,26
"inband",1,-12.6,0,1,7,104,100,4,9,0.04,4,142,26
"inband",1,-12.6,0,1,7,104,100,4,8,0.05,4,143,26
"inband",1,-12.6,0,1,7,104,100,4,7,0.05,4,144,26
"inband",1,-12.6,0,1,7,104,100,4,6,0.06,4,145,26
"inband",1,-12.6,0,1,7,104,100,4,5,0.09,4,146,26
"inband",1,-12.6,0,1,7,104,100,8,4,0.04,8,147,13
"inband",1,-12.6,0,1,7,104,100,8,3,0.08,8,148,13
"inband",1,-12.6,0,1,7,104,100,16,2,0.08,16,149,6.5
"inband",1,-12.6,0,1,7,104,100,16,1,0.08,16,150,6.5
"inband",1,-12.6,0,1,7,104,100,32,0,0.04,32,151,3.25
"inband",1,-12.6,0,1,7,104,100,32,-1,0.07,32,152,3.25
"inband",1,-12.6,0,1,7,104,100,32,-2,0.08,32,153,3.25
"inband",1,-12.6,0,1,7,104,100,64,-3,0.04,64,154,1.625
"inband",1,-12.6,0,1,7,104,100,64,-4,0.07,64,155,1.625
"inband",1,-12.6,0,1,7,104,100,128,-5,0.04,128,156,0.8125
"inband",1,-12.6,0,1,7,104,100,128,-6,0.04,128,157,0.8125
"inband",1,-12.6,0,1,7,104,100,128,-7,0.07,128,158,0.8125
"inband",1,-12.6,0,1,7,104,100,192,-8,0.04,192,159,0.541666666666667
"inband",1,-12.6,0,1,7,104,100,256,-9,0.01,256,160,0.40625
"inband",1,-12.6,0,1,7,104,100,256,-10,0.1,256,161,0.40625
"inband",1,-12.6,0,1,7,104,100,512,-11,0.02,512,162,0.203125
"inband",1,-12.6,0,1,7,104,100,768,-12,0.04,768,163,0.135416666666667
"inband",1,-12.6,0,1,7,104,100,1024,-13,0.01,1023.9603960396,164,0.10156642815703
"inband",1,-12.6,0,1,8,120,100,2,20,0.02,2,131,60
"inband",1,-12.6,0,1,8,120,100,2,19,0.02,2,132,60
"inband",1,-12.6,0,1,8,120,100,2,18,0.03,2,133,60
"inband",1,-12.6,0,1,8,120,100,2,17,0.04,2,134,60
"inband",1,-12.6,0,1,8,120,100,2,16,0.05,2,135,60
"inband",1,-12.6,0,1,8,120,100,2,15,0.08,2,136,60
"inband",1,-12.6,0,1,8,120,100,2,14,0.08,2,137,60
"inband",1,-12.6,0,1,8,120,100,4,13,0.02,4,138,30
"inband",1,-12.6,0,1,8,120,100,4,12,0.04,4,139,30
"inband",1,-12.6,0,1,8,120,100,2,11,0.09,2,140,60
"inband",1,-12.6,0,1,8,120,100,4,10,0.04,4,141,30
"inband",1,-12.6,0,1,8,120,100,4,9,0.06,4,142,30
"inband",1,-12.6,0,1,8,120,100,4,8,0.05,4,143,30
"inband",1,-12.6,0,1,8,120,100,4,7,0.09,4,144,30
"inband",1,-12.6,0,1,8,120,100,4,6,0.09,4,145,30
"inband",1,-12.6,0,1,8,120,100,8,5,0.03,8,146,15
"inband",1,-12.6,0,1,8,120,100,8,4,0.05,8,147,15
"inband",1,-12.6,0,1,8,120,100,16,3,0.1,16,148,7.5
"inband",1,-12.6,0,1,8,120,100,16,2,0.08,16,149,7.5
"inband",1,-12.6,0,1,8,120,100,32,1,0.03,32,150,3.75
"inband",1,-12.6,0,1,8,120,100,32,0,0.03,32,151,3.75
"inband",1,-12.6,0,1,8,120,100,32,-1,0.08,32,152,3.75
"inband",1,-12.6,0,1,8,120,100,64,-2,0.01,64,153,1.875
"inband",1,-12.6,0,1,8,120,100,64,-3,0.05,64,154,1.875
"inband",1,-12.6,0,1,8,120,100,128,-4,0.01,128,155,0.9375
"inband",1,-12.6,0,1,8,120,100,128,-5,0.02,128,156,0.9375
"inband",1,-12.6,0,1,8,120,100,128,-6,0.07,128,157,0.9375
"inband",1,-12.6,0,1,8,120,100,128,-7,0.09,128,158,0.9375
"inband",1,-12.6,0,1,8,120,100,256,-8,0.01,256,159,0.46875
"inband",1,-12.6,0,1,8,120,100,256,-9,0.1,256,160,0.46875
"inband",1,-12.6,0,1,8,120,100,384,-10,0.06,384,161,0.3125
"inband",1,-12.6,0,1,8,120,100,512,-11,0.02,512,162,0.234375
"inband",1,-12.6,0,1,8,120,100,768,-12,0.09,768,163,0.15625
"inband",1,-12.6,0,1,8,120,100,1024,-13,0.1,1024,164,0.1171875
"inband",1,-12.6,0,1,9,136,100,2,20,0.02,2,131,68
"inband",1,-12.6,0,1,9,136,100,2,19,0.04,2,132,68
"inband",1,-12.6,0,1,9,136,100,2,18,0.03,2,133,68
"inband",1,-12.6,0,1,9,136,100,2,17,0.03,2,134,68
"inband",1,-12.6,0,1,9,136,100,2,16,0.08,2,135,68
"inband",1,-12.6,0,1,9,136,100,2,15,0.1,2,136,68
"inband",1,-12.6,0,1,9,136,100,2,14,0.09,2,137,68
"inband",1,-12.6,0,1,9,136,100,4,13,0.02,4,138,34
"inband",1,-12.6,0,1,9,136,100,4,12,0.03,4,139,34
"inband",1,-12.6,0,1,9,136,100,4,11,0.03,4,140,34
"inband",1,-12.6,0,1,9,136,100,4,10,0.06,4,141,34
"inband",1,-12.6,0,1,9,136,100,4,9,0.1,4,142,34
"inband",1,-12.6,0,1,9,136,100,4,8,0.07,4,143,34
"inband",1,-12.6,0,1,9,136,100,4,7,0.08,4,144,34
"inband",1,-12.6,0,1,9,136,100,8,6,0.05,8,145,17
"inband",1,-12.6,0,1,9,136,100,8,5,0.07,8,146,17
"inband",1,-12.6,0,1,9,136,100,8,4,0.09,8,147,17
"inband",1,-12.6,0,1,9,136,100,16,3,0.08,16,148,8.5
"inband",1,-12.6,0,1,9,136,100,16,2,0.08,16,149,8.5
"inband",1,-12.6,0,1,9,136,100,32,1,0.03,32,150,4.25
"inband",1,-12.6,0,1,9,136,100,32,0,0.06,32,151,4.25
"inband",1,-12.6,0,1,9,136,100,32,-1,0.09,32,152,4.25
"inband",1,-12.6,0,1,9,136,100,64,-2,0.02,64,153,2.125
"inband",1,-12.6,0,1,9,136,100,64,-3,0.06,64,154,2.125
"inband",1,-12.6,0,1,9,136,100,128,-4,0.03,128,155,1.0625
"inband",1,-12.6,0,1,9,136,100,128,-5,0.07,128,156,1.0625
"inband",1,-12.6,0,1,9,136,100,128,-6,0.08,128,157,1.0625
"inband",1,-12.6,0,1,9,136,100,192,-7,0.08,192,158,0.708333333333333
"inband",1,-12.6,0,1,9,136,100,256,-8,0.03,256,159,0.53125
"inband",1,-12.6,0,1,9,136,100,384,-9,0.05,384,160,0.354166666666667
"inband",1,-12.6,0,1,9,136,100,512,-10,0.03,512,161,0.265625
"inband",1,-12.6,0,1,9,136,100,768,-11,0.07,768,162,0.177083333333333
"inband",1,-12.6,0,1,9,136,100,1024,-12,0.05,1024,163,0.1328125
"inband",1,-12.6,0,1,9,136,100,1536,-13,0.03,1536.01941747573,164,0.0885405473737438
"inband",1,-12.6,0,1,10,144,100,2,23,0.05,2,128,72
"inband",1,-12.6,0,1,10,144,100,2,22,0.05,2,129,72
"inband",1,-12.6,0,1,10,144,100,2,21,0.07,2,130,72
"inband",1,-12.6,0,1,10,144,100,4,20,0.04,4,131,36
"inband",1,-12.6,0,1,10,144,100,2,19,0.07,2,132,72
"inband",1,-12.6,0,1,10,144,100,4,18,0.03,4,133,36
"inband",1,-12.6,0,1,10,144,100,4,17,0.03,4,134,36
"inband",1,-12.6,0,1,10,144,100,4,16,0.06,4,135,36
"inband",1,-12.6,0,1,10,144,100,4,15,0.04,4,136,36
"inband",1,-12.6,0,1,10,144,100,4,14,0.06,4,137,36
"inband",1,-12.6,0,1,10,144,100,4,13,0.05,4,138,36
"inband",1,-12.6,0,1,10,144,100,4,12,0.07,4,139,36
"inband",1,-12.6,0,1,10,144,100,4,11,0.07,4,140,36
"inband",1,-12.6,0,1,10,144,100,8,10,0.07,8,141,18
"inband",1,-12.6,0,1,10,144,100,4,9,0.09,4,142,36
"inband",1,-12.6,0,1,10,144,100,8,8,0.05,8,143,18
"inband",1,-12.6,0,1,10,144,100,8,7,0.1,8,144,18
"inband",1,-12.6,0,1,10,144,100,16,6,0.05,16,145,9
"inband",1,-12.6,0,1,10,144,100,16,5,0.05,16,146,9
"inband",1,-12.6,0,1,10,144,100,16,4,0.09,16,147,9
"inband",1,-12.6,0,1,10,144,100,32,3,0.04,32,148,4.5
"inband",1,-12.6,0,1,10,144,100,32,2,0.08,32,149,4.5
"inband",1,-12.6,0,1,10,144,100,32,1,0.07,32,150,4.5
"inband",1,-12.6,0,1,10,144,100,64,0,0.06,64,151,2.25
"inband",1,-12.6,0,1,10,144,100,64,-1,0.06,64,152,2.25
"inband",1,-12.6,0,1,10,144,100,64,-2,0.05,64,153,2.25
"inband",1,-12.6,0,1,10,144,100,128,-3,0.03,128,154,1.125
"inband",1,-12.6,0,1,10,144,100,128,-4,0.06,128,155,1.125
"inband",1,-12.6,0,1,10,144,100,128,-5,0.07,128,156,1.125
"inband",1,-12.6,0,1,10,144,100,192,-6,0.07,192,157,0.75
"inband",1,-12.6,0,1,10,144,100,256,-7,0.02,256,158,0.5625
"inband",1,-12.6,0,1,10,144,100,256,-8,0.1,256,159,0.5625
"inband",1,-12.6,0,1,10,144,100,512,-9,0.04,512,160,0.28125
"inband",1,-12.6,0,1,10,144,100,512,-10,0.1,512,161,0.28125
"inband",1,-12.6,0,1,10,144,100,1024,-11,0.02,1024.01960784314,162,0.140622307324079
"inband",1,-12.6,0,1,10,144,100,1536,-12,0.03,1536.01941747573,163,0.0937488148663169
"inband",1,-12.6,0,1,10,144,100,2048,-13,0.04,2047.98076923077,164,0.0703131602422649
"inband",1,-12.6,1,2,0,32,100,1,18,0.01,2,133,16
"inband",1,-12.6,1,2,0,32,100,1,17,0.02,2,134,16
"inband",1,-12.6,1,2,0,32,100,1,16,0.02,2,135,16
"inband",1,-12.6,1,2,0,32,100,1,15,0.02,2,136,16
"inband",1,-12.6,1,2,0,32,100,1,14,0.01,2,137,16
"inband",1,-12.6,1,2,0,32,100,1,13,0.02,2,138,16
"inband",1,-12.6,1,2,0,32,100,1,12,0.02,2,139,16
"inband",1,-12.6,1,2,0,32,100,1,11,0.04,2,140,16
"inband",1,-12.6,1,2,0,32,100,1,10,0.05,2,141,16
"inband",1,-12.6,1,2,0,32,100,1,9,0.06,2,142,16
"inband",1,-12.6,1,2,0,32,100,1,8,0.08,2,143,16
"inband",1,-12.6,1,2,0,32,100,1,7,0.08,2,144,16
"inband",1,-12.6,1,2,0,32,100,1,6,0.1,2,145,16
"inband",1,-12.6,1,2,0,32,100,2,5,0.03,4,146,8
"inband",1,-12.6,1,2,0,32,100,2,4,0.04,4,147,8
"inband",1,-12.6,1,2,0,32,100,2,3,0.06,4,148,8
"inband",1,-12.6,1,2,0,32,100,2,2,0.07,4,149,8
"inband",1,-12.6,1,2,0,32,100,2,1,0.1,4,150,8
"inband",1,-12.6,1,2,0,32,100,4,0,0.05,8,151,4
"inband",1,-12.6,1,2,0,32,100,4,-1,0.07,8,152,4
